State,year,month,PRCP,EVAP,TMIN,TMAX,mean_elevation,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Percentage of Federal Land,Urbanization Rate (%),total_fire_size
OK,1994,2,86.12,14.88,-22.0,256.0,400,68595,1304,69899,0.015,66.0,7308.7
OK,1994,3,17.08,44.21,-44.0,333.0,400,68595,1304,69899,0.015,66.0,40575.9
OK,1994,4,23.36,60.8,-50.0,339.0,400,68595,1304,69899,0.015,66.0,13784.6
OK,1994,5,29.22,54.12,6.0,344.0,400,68595,1304,69899,0.015,66.0,124.8
OK,1994,6,12.92,81.87,117.0,456.0,400,68595,1304,69899,0.015,66.0,151.5
OK,1994,7,29.94,81.24,89.0,411.0,400,68595,1304,69899,0.015,66.0,262.1
OK,1994,8,16.62,79.9,94.0,406.0,400,68595,1304,69899,0.015,66.0,3958.7
OK,1994,9,15.85,56.07,22.0,389.0,400,68595,1304,69899,0.015,66.0,1018.4
OK,1994,10,26.57,40.14,-44.0,344.0,400,68595,1304,69899,0.015,66.0,1360.0
OK,1994,11,45.7,21.53,-67.0,283.0,400,68595,1304,69899,0.015,66.0,2169.1
OK,1994,12,36.92,9.5,-50.0,200.0,400,68595,1304,69899,0.015,66.0,1301.4
OK,1995,1,105.86,33.0,-39.0,211.0,400,68595,1304,69899,0.015,66.0,287.1
OK,1995,2,3.28,19.67,-39.0,278.0,400,68595,1304,69899,0.015,66.0,29870.1
OK,1995,3,49.85,26.1,0.0,317.0,400,68595,1304,69899,0.015,66.0,35925.3
OK,1995,4,40.16,49.64,-22.0,344.0,400,68595,1304,69899,0.015,66.0,4687.7
OK,1995,5,44.0,49.82,28.0,350.0,400,68595,1304,69899,0.015,66.0,43.0
OK,1995,6,25.47,64.02,94.0,367.0,400,68595,1304,69899,0.015,66.0,59.6
OK,1995,7,18.16,78.64,122.0,461.0,400,68595,1304,69899,0.015,66.0,264.4
OK,1995,8,15.49,73.39,133.0,406.0,400,68595,1304,69899,0.015,66.0,1904.9
OK,1995,9,30.88,47.65,6.0,411.0,400,68595,1304,69899,0.015,66.0,1094.0
OK,1995,10,8.69,47.36,-44.0,328.0,400,68595,1304,69899,0.015,66.0,2221.9
OK,1995,11,0.96,34.71,-56.0,267.0,400,68595,1304,69899,0.015,66.0,12670.5
OK,1995,12,15.59,20.97,-22.0,261.0,400,68595,1304,69899,0.015,66.0,5450.4
OK,1996,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,22244.1
OK,1996,2,9.76,30.92,-128.0,317.0,400,68595,1304,69899,0.015,66.0,139980.6
OK,1996,3,19.65,40.06,-133.0,306.0,400,68595,1304,69899,0.015,66.0,16954.5
OK,1996,4,12.22,85.0,-44.0,361.0,400,68595,1304,69899,0.015,66.0,21179.9
OK,1996,5,8.63,73.32,22.0,406.0,400,68595,1304,69899,0.015,66.0,834.1
OK,1996,6,22.76,89.26,50.0,406.0,400,68595,1304,69899,0.015,66.0,466.4
OK,1996,7,35.15,84.42,-56.0,433.0,400,68595,1304,69899,0.015,66.0,4072.2
OK,1996,8,35.59,60.99,133.0,389.0,400,68595,1304,69899,0.015,66.0,39.1
OK,1996,9,35.0,44.97,33.0,361.0,400,68595,1304,69899,0.015,66.0,31.2
OK,1996,10,11.3,41.02,-33.0,311.0,400,68595,1304,69899,0.015,66.0,114.0
OK,1996,11,33.93,24.07,-50.0,261.0,400,68595,1304,69899,0.015,66.0,180.6
OK,1996,12,28.41,16.96,-33.0,261.0,400,68595,1304,69899,0.015,66.0,1403.3
OK,1997,1,17.5,19.37,-117.0,244.0,400,68595,1304,69899,0.015,66.0,541.4
OK,1997,2,54.74,16.89,-50.0,222.0,400,68595,1304,69899,0.015,66.0,1986.3
OK,1997,3,13.49,49.94,-44.0,344.0,400,68595,1304,69899,0.015,66.0,14852.0
OK,1997,4,42.07,49.93,-39.0,322.0,400,68595,1304,69899,0.015,66.0,944.3
OK,1997,5,22.59,57.41,22.0,367.0,400,68595,1304,69899,0.015,66.0,139.6
OK,1997,6,24.25,63.38,100.0,378.0,400,68595,1304,69899,0.015,66.0,152.0
OK,1997,7,6.58,77.42,150.0,400.0,400,68595,1304,69899,0.015,66.0,132.9
OK,1997,8,21.6,68.39,128.0,389.0,400,68595,1304,69899,0.015,66.0,143.1
OK,1997,9,5.45,62.14,83.0,389.0,400,68595,1304,69899,0.015,66.0,64.0
OK,1997,10,23.19,38.58,-56.0,356.0,400,68595,1304,69899,0.015,66.0,9.2
OK,1997,11,26.41,16.67,-22.0,261.0,400,68595,1304,69899,0.015,66.0,281.8
OK,1997,12,101.5,13.5,6.0,106.0,400,68595,1304,69899,0.015,66.0,381.0
OK,1998,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,460.1
OK,1998,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,3269.8
OK,1998,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,5108.2
OK,1998,4,7.95,57.32,-6.0,333.0,400,68595,1304,69899,0.015,66.0,2485.0
OK,1998,5,15.68,65.84,56.0,406.0,400,68595,1304,69899,0.015,66.0,180.0
OK,1998,6,11.16,102.13,94.0,444.0,400,68595,1304,69899,0.015,66.0,541.7
OK,1998,7,0.75,103.75,194.0,433.0,400,68595,1304,69899,0.015,66.0,2019.5
OK,1998,8,11.1,95.48,167.0,433.0,400,68595,1304,69899,0.015,66.0,1858.7
OK,1998,9,16.85,70.5,117.0,439.0,400,68595,1304,69899,0.015,66.0,1058.7
OK,1998,10,17.7,37.98,33.0,378.0,400,68595,1304,69899,0.015,66.0,72.0
OK,1998,11,15.22,15.63,0.0,267.0,400,68595,1304,69899,0.015,66.0,801.1
OK,1998,12,40.58,10.42,-22.0,244.0,400,68595,1304,69899,0.015,66.0,90.5
OK,1999,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,643.3
OK,1999,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,2487.6
OK,1999,3,10.68,34.39,-11.0,267.0,400,68595,1304,69899,0.015,66.0,3971.7
OK,1999,4,29.55,55.91,0.0,333.0,400,68595,1304,69899,0.015,66.0,651.1
OK,1999,5,22.06,56.81,61.0,367.0,400,68595,1304,69899,0.015,66.0,25.0
OK,1999,6,46.01,85.84,122.0,361.0,400,68595,1304,69899,0.015,66.0,9.0
OK,1999,7,8.37,84.37,150.0,422.0,400,68595,1304,69899,0.015,66.0,313.3
OK,1999,8,9.13,86.16,139.0,433.0,400,68595,1304,69899,0.015,66.0,2053.7
OK,1999,9,19.53,61.01,39.0,378.0,400,68595,1304,69899,0.015,66.0,597.6
OK,1999,10,11.54,46.2,0.0,333.0,400,68595,1304,69899,0.015,66.0,1109.2
OK,1999,11,20.23,18.6,-22.0,294.0,400,68595,1304,69899,0.015,66.0,2276.4
OK,1999,12,0.0,31.5,17.0,189.0,400,68595,1304,69899,0.015,66.0,2283.6
OK,2000,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,9273.3
OK,2000,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1620.9
OK,2000,3,29.78,38.07,-156.0,300.0,400,68595,1304,69899,0.015,66.0,2282.3
OK,2000,4,20.91,71.7,-11.0,339.0,400,68595,1304,69899,0.015,66.0,2604.6
OK,2000,5,17.3,64.98,56.0,433.0,400,68595,1304,69899,0.015,66.0,50.7
OK,2000,6,30.65,60.16,111.0,383.0,400,68595,1304,69899,0.015,66.0,99.0
OK,2000,7,11.58,81.59,167.0,422.0,400,68595,1304,69899,0.015,66.0,973.3
OK,2000,8,0.17,98.57,172.0,422.0,400,68595,1304,69899,0.015,66.0,10540.8
OK,2000,9,5.3,84.36,17.0,444.0,400,68595,1304,69899,0.015,66.0,68397.4
OK,2000,10,32.55,63.34,-56.0,406.0,400,68595,1304,69899,0.015,66.0,16619.6
OK,2000,11,71.5,11.17,-39.0,261.0,400,68595,1304,69899,0.015,66.0,170.0
OK,2000,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,92.0
OK,2001,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,309.4
OK,2001,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,336.4
OK,2001,3,6.78,31.11,-17.0,244.0,400,68595,1304,69899,0.015,66.0,15305.8
OK,2001,4,14.06,54.81,-11.0,317.0,400,68595,1304,69899,0.015,66.0,5694.9
OK,2001,5,34.75,65.77,72.0,356.0,400,68595,1304,69899,0.015,66.0,380.0
OK,2001,6,16.71,110.12,106.0,383.0,400,68595,1304,69899,0.015,66.0,359.2
OK,2001,7,4.8,97.74,189.0,433.0,400,68595,1304,69899,0.015,66.0,3364.6
OK,2001,8,16.01,79.97,172.0,406.0,400,68595,1304,69899,0.015,66.0,2192.3
OK,2001,9,20.02,48.31,50.0,367.0,400,68595,1304,69899,0.015,66.0,143.3
OK,2001,10,10.63,84.3,-6.0,317.0,400,68595,1304,69899,0.015,66.0,699.7
OK,2001,11,20.64,20.36,-17.0,278.0,400,68595,1304,69899,0.015,66.0,1345.0
OK,2001,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,215.1
OK,2002,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1597.0
OK,2002,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,2119.3
OK,2002,3,25.04,35.61,-117.0,300.0,400,68595,1304,69899,0.015,66.0,16482.3
OK,2002,4,19.83,49.78,-17.0,328.0,400,68595,1304,69899,0.015,66.0,5637.4
OK,2002,5,25.94,54.47,50.0,361.0,400,68595,1304,69899,0.015,66.0,64.1
OK,2002,6,29.27,74.89,128.0,367.0,400,68595,1304,69899,0.015,66.0,70.0
OK,2002,7,15.8,73.11,178.0,400.0,400,68595,1304,69899,0.015,66.0,207.3
OK,2002,8,14.02,77.51,156.0,400.0,400,68595,1304,69899,0.015,66.0,759.0
OK,2002,9,13.58,59.91,89.0,389.0,400,68595,1304,69899,0.015,66.0,3736.3
OK,2002,10,29.08,31.1,-6.0,339.0,400,68595,1304,69899,0.015,66.0,1227.5
OK,2002,11,12.44,13.19,-33.0,272.0,400,68595,1304,69899,0.015,66.0,7033.4
OK,2002,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,3923.0
OK,2003,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,7143.65
OK,2003,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,10063.0
OK,2003,3,20.4,55.4,6.0,278.0,400,68595,1304,69899,0.015,66.0,25539.8
OK,2003,4,15.43,61.63,-33.0,344.0,400,68595,1304,69899,0.015,66.0,42809.4
OK,2003,5,20.66,61.95,50.0,411.0,400,68595,1304,69899,0.015,66.0,125.2
OK,2003,6,43.68,62.96,117.0,356.0,400,68595,1304,69899,0.015,66.0,222.2
OK,2003,7,6.13,89.95,150.0,417.0,400,68595,1304,69899,0.015,66.0,4127.7
OK,2003,8,14.34,77.31,172.0,422.0,400,68595,1304,69899,0.015,66.0,3298.4
OK,2003,9,15.5,48.67,61.0,356.0,400,68595,1304,69899,0.015,66.0,109.6
OK,2003,10,10.27,40.42,11.0,339.0,400,68595,1304,69899,0.015,66.0,4184.2
OK,2003,11,19.44,26.11,-33.0,306.0,400,68595,1304,69899,0.015,66.0,998.4
OK,2003,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1801.8
OK,2004,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1168.1
OK,2004,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,25420.8
OK,2004,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,25918.9
OK,2004,4,14.34,50.42,-17.0,339.0,400,68595,1304,69899,0.015,66.0,9084.55
OK,2004,5,7.17,66.37,39.0,372.0,400,68595,1304,69899,0.015,66.0,275.5
OK,2004,6,47.11,61.48,128.0,367.0,400,68595,1304,69899,0.015,66.0,141.9
OK,2004,7,25.88,71.54,133.0,394.0,400,68595,1304,69899,0.015,66.0,235.4
OK,2004,8,18.25,67.0,111.0,383.0,400,68595,1304,69899,0.015,66.0,127.9
OK,2004,9,14.93,60.79,83.0,378.0,400,68595,1304,69899,0.015,66.0,3564.3
OK,2004,10,31.41,29.38,0.0,328.0,400,68595,1304,69899,0.015,66.0,505.5
OK,2004,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,473.4
OK,2004,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,3166.45
OK,2005,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1802.8
OK,2005,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1996.3
OK,2005,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,54587.1
OK,2005,4,10.14,59.65,-17.0,311.0,400,68595,1304,69899,0.015,66.0,7699.2
OK,2005,5,20.86,56.86,11.0,378.0,400,68595,1304,69899,0.015,66.0,961.2
OK,2005,6,26.16,83.26,156.0,372.0,400,68595,1304,69899,0.015,66.0,1110.7
OK,2005,7,16.34,85.65,122.0,394.0,400,68595,1304,69899,0.015,66.0,3998.1
OK,2005,8,35.91,76.2,161.0,394.0,400,68595,1304,69899,0.015,66.0,2948.85
OK,2005,9,12.83,71.1,78.0,383.0,400,68595,1304,69899,0.015,66.0,3436.4
OK,2005,10,6.91,43.31,-28.0,344.0,400,68595,1304,69899,0.015,66.0,1969.8
OK,2005,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,138849.9
OK,2005,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,73650.1
OK,2006,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,154130.6
OK,2006,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,21750.2
OK,2006,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,118708.1
OK,2006,4,7.75,73.83,0.0,378.0,400,68595,1304,69899,0.015,66.0,68548.87
OK,2006,5,25.21,79.97,50.0,383.0,400,68595,1304,69899,0.015,66.0,1308.0
OK,2006,6,9.6,92.93,128.0,394.0,400,68595,1304,69899,0.015,66.0,3683.8
OK,2006,7,10.62,105.71,144.0,422.0,400,68595,1304,69899,0.015,66.0,10028.9
OK,2006,8,17.22,95.84,144.0,428.0,400,68595,1304,69899,0.015,66.0,26806.0
OK,2006,9,19.06,68.38,61.0,367.0,400,68595,1304,69899,0.015,66.0,2086.35
OK,2006,10,10.44,47.65,-17.0,350.0,400,68595,1304,69899,0.015,66.0,288.1
OK,2006,11,0.0,25.5,-11.0,111.0,400,68595,1304,69899,0.015,66.0,7454.5
OK,2006,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1767.7
OK,2007,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,909.8
OK,2007,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,8323.4
OK,2007,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,39399.91
OK,2007,4,24.12,47.28,-17.0,294.0,400,68595,1304,69899,0.015,66.0,3845.2
OK,2007,5,56.24,47.01,83.0,317.0,400,68595,1304,69899,0.015,66.0,72.4
OK,2007,6,77.27,70.87,133.0,350.0,400,68595,1304,69899,0.015,66.0,87.2
OK,2007,7,28.17,70.16,178.0,356.0,400,68595,1304,69899,0.015,66.0,228.0
OK,2007,8,11.27,75.06,183.0,400.0,400,68595,1304,69899,0.015,66.0,300.1
OK,2007,9,22.4,56.59,100.0,350.0,400,68595,1304,69899,0.015,66.0,469.1
OK,2007,10,20.75,52.47,-6.0,339.0,400,68595,1304,69899,0.015,66.0,920.2
OK,2007,11,0.0,27.0,33.0,250.0,400,68595,1304,69899,0.015,66.0,1346.6
OK,2007,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1064.75
OK,2008,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,19013.4
OK,2008,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,26404.63
OK,2008,3,0.0,116.8,-6.0,267.0,400,68595,1304,69899,0.015,66.0,44208.5
OK,2008,4,15.23,64.6,-17.0,339.0,400,68595,1304,69899,0.015,66.0,9005.7
OK,2008,5,35.23,71.22,17.0,372.0,400,68595,1304,69899,0.015,66.0,69.7
OK,2008,6,24.58,86.71,144.0,372.0,400,68595,1304,69899,0.015,66.0,6623.9
OK,2008,7,9.25,89.27,172.0,417.0,400,68595,1304,69899,0.015,66.0,5094.8
OK,2008,8,20.73,75.62,144.0,417.0,400,68595,1304,69899,0.015,66.0,2609.0
OK,2008,9,13.07,47.27,61.0,344.0,400,68595,1304,69899,0.015,66.0,17.6
OK,2008,10,7.0,43.75,-33.0,322.0,400,68595,1304,69899,0.015,66.0,7623.0
OK,2008,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,18068.4
OK,2008,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,7353.6
OK,2009,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,30082.7
OK,2009,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,37688.95
OK,2009,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,134885.95
OK,2009,4,20.23,64.45,-61.0,356.0,400,68595,1304,69899,0.015,66.0,155517.8
OK,2009,5,33.22,60.34,67.0,344.0,400,68595,1304,69899,0.015,66.0,53.8
OK,2009,6,15.22,79.93,111.0,411.0,400,68595,1304,69899,0.015,66.0,248.7
OK,2009,7,34.89,85.49,150.0,428.0,400,68595,1304,69899,0.015,66.0,42872.0
OK,2009,8,33.97,77.94,144.0,400.0,400,68595,1304,69899,0.015,66.0,174.3
OK,2009,9,37.1,47.71,61.0,372.0,400,68595,1304,69899,0.015,66.0,441.15
OK,2009,10,55.74,33.12,0.0,322.0,400,68595,1304,69899,0.015,66.0,96.15
OK,2009,11,0.0,40.5,33.0,233.0,400,68595,1304,69899,0.015,66.0,659.45
OK,2009,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1113.5
OK,2010,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,674.0
OK,2010,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,4623.6
OK,2010,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,40301.3
OK,2010,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,19610.65
OK,2010,5,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,1120.6
OK,2010,6,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,871.4
OK,2010,7,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,799.8
OK,2010,8,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,14324.7
OK,2010,9,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,6117.85
OK,2010,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,5238.8
OK,2010,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,10431.3
OK,2010,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,400,68595,1304,69899,0.015,66.0,8784.1
OR,1992,1,55.38,12.25,6.0,167.0,1010,95988,2391,98379,0.523,80.5,14.59
OR,1992,2,53.12,16.6,-17.0,194.0,1010,95988,2391,98379,0.523,80.5,200.4
OR,1992,3,11.89,22.29,-56.0,222.0,1010,95988,2391,98379,0.523,80.5,1015.21
OR,1992,4,28.69,32.63,-72.0,294.0,1010,95988,2391,98379,0.523,80.5,18.61
OR,1992,5,2.87,62.32,-39.0,344.0,1010,95988,2391,98379,0.523,80.5,2598.88
OR,1992,6,10.51,66.47,0.0,400.0,1010,95988,2391,98379,0.523,80.5,21571.77
OR,1992,7,7.44,66.7,22.0,383.0,1010,95988,2391,98379,0.523,80.5,20653.65
OR,1992,8,2.19,73.36,-28.0,406.0,1010,95988,2391,98379,0.523,80.5,55416.48
OR,1992,9,6.71,44.29,-61.0,339.0,1010,95988,2391,98379,0.523,80.5,15486.08
OR,1992,10,22.26,22.43,-83.0,317.0,1010,95988,2391,98379,0.523,80.5,420.46
OR,1992,11,44.46,9.96,-6.0,156.0,1010,95988,2391,98379,0.523,80.5,36.22
OR,1992,12,60.17,8.67,-67.0,100.0,1010,95988,2391,98379,0.523,80.5,5.01
OR,1993,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1010,95988,2391,98379,0.523,80.5,4.5
OR,1993,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1010,95988,2391,98379,0.523,80.5,11.87
OR,1993,3,53.16,19.53,6.0,189.0,1010,95988,2391,98379,0.523,80.5,33.02
OR,1993,4,37.19,29.31,-50.0,228.0,1010,95988,2391,98379,0.523,80.5,0.2
OR,1993,5,26.09,49.94,-44.0,344.0,1010,95988,2391,98379,0.523,80.5,1121.62
OR,1993,6,17.87,52.84,-33.0,344.0,1010,95988,2391,98379,0.523,80.5,2060.39
OR,1993,7,8.3,60.34,6.0,350.0,1010,95988,2391,98379,0.523,80.5,911.29
OR,1993,8,6.63,61.63,-17.0,372.0,1010,95988,2391,98379,0.523,80.5,4649.75
OR,1993,9,0.16,49.91,-67.0,356.0,1010,95988,2391,98379,0.523,80.5,1049.44
OR,1993,10,6.7,25.65,-44.0,311.0,1010,95988,2391,98379,0.523,80.5,2258.61
OR,1993,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1010,95988,2391,98379,0.523,80.5,1507.02
OR,1993,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1010,95988,2391,98379,0.523,80.5,234.55
OR,1994,1,77.93,6.64,22.0,139.0,1010,95988,2391,98379,0.523,80.5,4.4
OR,1994,2,88.0,9.25,-39.0,133.0,1010,95988,2391,98379,0.523,80.5,0.51
OR,1994,3,17.0,28.21,-67.0,256.0,1010,95988,2391,98379,0.523,80.5,1175.29
OR,1994,4,11.46,38.77,-56.0,306.0,1010,95988,2391,98379,0.523,80.5,70.73
OR,1994,5,10.65,48.23,-44.0,328.0,1010,95988,2391,98379,0.523,80.5,278.35
OR,1994,6,7.92,61.44,-22.0,361.0,1010,95988,2391,98379,0.523,80.5,13695.72
OR,1994,7,1.26,86.01,6.0,417.0,1010,95988,2391,98379,0.523,80.5,100460.79
OR,1994,8,0.26,75.63,17.0,400.0,1010,95988,2391,98379,0.523,80.5,151467.59
OR,1994,9,7.02,53.33,-11.0,361.0,1010,95988,2391,98379,0.523,80.5,7510.93
OR,1994,10,17.43,29.28,-94.0,267.0,1010,95988,2391,98379,0.523,80.5,1353.12
OR,1994,11,80.5,11.5,-22.0,133.0,1010,95988,2391,98379,0.523,80.5,37.9
OR,1994,12,84.22,11.78,-33.0,167.0,1010,95988,2391,98379,0.523,80.5,0.01
OR,1995,1,78.0,14.39,-6.0,167.0,1010,95988,2391,98379,0.523,80.5,1.7
OR,1995,2,43.5,11.77,-67.0,172.0,1010,95988,2391,98379,0.523,80.5,7.61
OR,1995,3,29.49,20.72,-72.0,244.0,1010,95988,2391,98379,0.523,80.5,2029.54
OR,1995,4,36.03,30.15,-39.0,256.0,1010,95988,2391,98379,0.523,80.5,13.68
OR,1995,5,13.58,50.39,-56.0,367.0,1010,95988,2391,98379,0.523,80.5,182.46
OR,1995,6,16.7,55.38,-17.0,361.0,1010,95988,2391,98379,0.523,80.5,759.52
OR,1995,7,5.54,71.55,-133.0,378.0,1010,95988,2391,98379,0.523,80.5,32733.02
OR,1995,8,3.17,65.48,-22.0,378.0,1010,95988,2391,98379,0.523,80.5,8206.45
OR,1995,9,7.01,49.73,-56.0,367.0,1010,95988,2391,98379,0.523,80.5,15448.75
OR,1995,10,13.87,21.75,-78.0,272.0,1010,95988,2391,98379,0.523,80.5,1051.61
OR,1995,11,86.13,6.67,-28.0,200.0,1010,95988,2391,98379,0.523,80.5,848.15
OR,1996,1,74.45,2.45,-156.0,144.0,1010,95988,2391,98379,0.523,80.5,0.12
OR,1996,2,91.9,12.43,-39.0,183.0,1010,95988,2391,98379,0.523,80.5,10.14
OR,1996,3,24.05,19.1,-78.0,222.0,1010,95988,2391,98379,0.523,80.5,1365.31
OR,1996,4,27.45,34.28,-50.0,278.0,1010,95988,2391,98379,0.523,80.5,159.74
OR,1996,5,24.59,43.4,-67.0,294.0,1010,95988,2391,98379,0.523,80.5,95.3
OR,1996,6,5.54,61.68,-44.0,356.0,1010,95988,2391,98379,0.523,80.5,3371.21
OR,1996,7,3.59,78.62,-6.0,417.0,1010,95988,2391,98379,0.523,80.5,132351.37
OR,1996,8,2.0,69.94,0.0,406.0,1010,95988,2391,98379,0.523,80.5,449891.24
OR,1996,9,8.58,43.64,-44.0,361.0,1010,95988,2391,98379,0.523,80.5,1209.24
OR,1996,10,27.39,22.67,-72.0,333.0,1010,95988,2391,98379,0.523,80.5,2010.42
OR,1996,11,90.24,6.28,-11.0,172.0,1010,95988,2391,98379,0.523,80.5,177.75
OR,1997,1,84.8,4.7,-17.0,161.0,1010,95988,2391,98379,0.523,80.5,0.33
OR,1997,2,36.87,7.57,-28.0,178.0,1010,95988,2391,98379,0.523,80.5,0.11
OR,1997,3,49.42,18.2,-33.0,239.0,1010,95988,2391,98379,0.523,80.5,584.61
OR,1997,4,22.24,31.25,-94.0,256.0,1010,95988,2391,98379,0.523,80.5,20.0
OR,1997,5,10.53,55.51,-67.0,333.0,1010,95988,2391,98379,0.523,80.5,776.68
OR,1997,6,12.3,59.48,0.0,328.0,1010,95988,2391,98379,0.523,80.5,2447.21
OR,1997,7,7.65,71.65,17.0,389.0,1010,95988,2391,98379,0.523,80.5,4269.37
